dog_id,hs_condition,days_from_present,months_from_present
41203,1198,1452,47.68
41203,1605,1756,57.68
41203,1698,1572,51.68
41203,1898,1572,51.68
46314,101,1421,46.68
46314,109,1452,47.68
46314,304,964,31.68
46314,305,964,31.68
46314,412,1421,46.68
72458,304,2821,92.68
72458,1113,1725,56.68
72458,1805,2852,93.68
8044,406,1299,42.68
8044,510,1115,36.68
8044,608,1146,37.68
26617,1017,964,31.68
52699,504,2363,77.68
52699,304,2821,92.68
52699,305,2576,84.68
52699,307,2821,92.68
52699,410,2363,77.68
52699,411,2363,77.68
52699,427,1086,35.68
52699,512,1480,48.68
52699,605,1086,35.68
15816,1817,1299,42.68
15939,1812,1330,43.68
15939,1817,1238,40.68
46734,426,1025,33.68
71777,202,1115,36.68
71777,405,1146,37.68
71777,713,1238,40.68
71777,1617,1542,50.68
71777,1622,1572,51.68
53270,304,780,25.68
53270,708,599,19.68
53270,1617,660,21.68
49065,198,1025,33.68
49065,304,1055,34.68
49065,305,2486,81.68
49065,306,2486,81.68
49065,428,1055,34.68
49065,1617,4890,160.68
49065,1701,3368,110.68
49065,1798,933,30.68
49065,1801,3916,128.68
51887,201,1633,53.68
51887,205,1633,53.68
51887,432,964,31.68
51887,708,4099,134.68
51887,709,4494,147.68
51887,712,3643,119.68
51887,915,4374,143.68
51887,916,4464,146.68
51887,1605,3094,101.68
51887,1701,2333,76.68
51887,1798,2486,81.68
51887,1801,4402,144.68
51887,1810,3947,129.68
51887,1813,2852,93.68
28065,109,1603,52.68
28065,1113,1937,63.68
28065,1619,1937,63.68
73178,412,1238,40.68
73178,426,2090,68.68
73178,1118,1268,41.68
2855,1117,2060,67.68
6214,914,2090,68.68
6214,916,1146,37.68
53866,304,2576,84.68
53866,1617,1115,36.68
6866,101,994,32.68
6866,102,1146,37.68
6866,202,5529,181.68
6866,304,1238,40.68
6866,1105,5529,181.68
6866,1307,1299,42.68
6866,1803,5043,165.68
14340,1705,2699,88.68
81479,1110,1998,65.68
57697,198,3398,111.68
57697,504,3064,100.68
57697,198,3398,111.68
57697,304,2913,95.68
57697,307,2913,95.68
57697,504,3064,100.68
57697,809,1421,46.68
57697,1117,3064,100.68
57697,1701,1115,36.68
57697,1704,933,30.68
85201,202,1025,33.68
67621,1817,4282,140.68
99112,598,2852,93.68
99112,311,2729,89.68
99112,598,2852,93.68
50186,714,1086,35.68
50186,1105,1086,35.68
77475,410,1268,41.68
6843,313,2121,69.68
59182,202,1360,44.68
59182,1815,2060,67.68
49795,1617,2272,74.68
81748,1801,537,17.68
81748,1803,994,32.68
81748,1809,964,31.68
81748,1811,994,32.68
81748,1812,1115,36.68
81748,1813,1115,36.68
81748,1817,1025,33.68
81748,1898,507,16.68
87481,102,1330,43.68
87481,205,1330,43.68
87481,305,1115,36.68
87481,428,1330,43.68
87481,504,2241,73.68
87481,809,1238,40.68
87481,1106,1330,43.68
87481,1110,1330,43.68
87481,1113,1330,43.68
87481,1407,1299,42.68
6729,1105,3094,101.68
6729,1304,3125,102.68
41143,304,2029,66.68
41143,306,1695,55.68
82139,1634,1695,55.68
24993,304,2486,81.68
24993,1801,2486,81.68
19738,108,1511,49.68
19738,306,1146,37.68
19738,705,1664,54.68
19738,712,1725,56.68
19738,916,933,30.68
19738,1615,933,30.68
19738,1617,1786,58.68
19738,1634,1876,61.68
19738,1698,1786,58.68
19738,1812,2241,73.68
19738,1898,1055,34.68
3590,102,1146,37.68
3590,304,3186,104.68
3590,305,3186,104.68
3590,307,3186,104.68
3590,412,5073,166.68
3590,504,902,29.68
3590,511,902,29.68
60335,1098,2121,69.68
60335,709,1937,63.68
60335,1619,1603,52.68
60335,1898,2060,67.68
37869,202,902,29.68
37869,404,2852,93.68
37869,406,1330,43.68
37869,426,1998,65.68
37869,1113,964,31.68
37869,1310,2852,93.68
37869,1813,1330,43.68
88314,209,1360,44.68
84667,306,1330,43.68
22453,412,1299,42.68
22453,1616,1876,61.68
87308,432,1055,34.68
87308,709,933,30.68
64083,1708,2182,71.68
70928,304,2060,67.68
70928,306,2486,81.68
70928,1801,3855,126.68
70928,1898,1786,58.68
81180,1801,2791,91.68
81180,1816,2333,76.68
29480,306,1055,34.68
29480,426,1845,60.68
29480,498,2516,82.68
29480,1802,690,22.68
40443,1111,1603,52.68
40443,1616,3459,113.68
8347,504,6777,222.68
8347,101,2182,71.68
8347,102,3186,104.68
8347,103,2151,70.68
8347,304,3278,107.68
8347,305,3278,107.68
8347,307,3247,106.68
8347,404,1025,33.68
8347,605,1025,33.68
8347,1113,3094,101.68
8347,1205,1025,33.68
95955,1801,780,25.68
77138,304,1572,51.68
77138,428,1511,49.68
77138,705,1115,36.68
77138,710,1115,36.68
77138,1617,2182,71.68
4601,313,1268,41.68
77880,1701,2060,67.68
77880,1704,2425,79.68
77880,1798,964,31.68
53933,1198,2547,83.68
87841,1110,1756,57.68
86927,305,2486,81.68
86927,713,2760,90.68
76720,305,1268,41.68
96457,423,690,22.68
96457,712,537,17.68
96457,1619,721,23.68
70581,1113,1511,49.68
93168,1801,3278,107.68
51198,305,1299,42.68
51198,1801,1725,56.68
15854,1110,1480,48.68
83374,304,933,30.68
83374,305,933,30.68
83374,313,4767,156.68
83374,504,1115,36.68
83374,1215,3763,123.68
100580,104,1480,48.68
100580,1802,1360,44.68
100580,1810,2090,68.68
70508,202,964,31.68
70508,705,1360,44.68
70508,1798,1115,36.68
13620,406,2760,90.68
13620,603,1998,65.68
75385,1616,1452,47.68
97771,1101,4586,150.68
97771,304,2852,93.68
97771,305,2852,93.68
97771,412,4678,153.68
97771,1113,2852,93.68
97771,1605,4586,150.68
97771,1701,3521,115.68
97771,1703,3521,115.68
6697,406,1268,41.68
6697,412,1055,34.68
6697,712,1299,42.68
6697,1817,1452,47.68
50760,414,994,32.68
50760,426,1360,44.68
50760,713,1268,41.68
50760,1805,1391,45.68
51103,109,872,28.68
51103,607,3643,119.68
51103,712,933,30.68
51103,1801,2425,79.68
59364,905,3855,126.68
59364,307,933,30.68
59364,905,3855,126.68
24311,1801,4494,147.68
76959,202,1146,37.68
76959,412,1360,44.68
76959,712,1360,44.68
84157,915,1238,40.68
98881,406,629,20.68
91354,304,933,30.68
91354,305,933,30.68
25568,205,1086,35.68
25568,1113,1268,41.68
53824,1617,2302,75.68
53824,1801,1299,42.68
93009,1617,780,25.68
83557,1105,4099,134.68
83557,1801,4343,142.68
77688,304,2913,95.68
77688,398,2913,95.68
88788,713,1146,37.68
88788,1817,994,32.68
88788,1898,1146,37.68
46897,202,1055,34.68
46897,304,1146,37.68
46897,428,1511,49.68
46897,715,1207,39.68
98597,915,2394,78.68
98597,1619,2394,78.68
91002,113,1421,46.68
91002,310,1786,58.68
52383,305,964,31.68
52383,306,964,31.68
52383,412,3490,114.68
52383,426,2729,89.68
103219,1113,1360,44.68
95366,1001,3306,108.68
73525,405,3217,105.68
73525,809,1268,41.68
96447,705,2455,80.68
96447,1198,2455,80.68
96447,1809,3337,109.68
96447,1898,3337,109.68
11206,916,1968,64.68
11206,1601,1542,50.68
11206,1627,1146,37.68
11206,1801,1086,35.68
91127,1898,1146,37.68
45177,305,5469,179.68
45177,398,5469,179.68
45177,1617,4313,141.68
45177,1898,5073,166.68
80007,705,933,30.68
80007,915,2972,97.68
80007,1817,2060,67.68
59705,304,1268,41.68
59705,305,1268,41.68
59705,306,1268,41.68
12490,112,1299,42.68
12490,1113,1299,42.68
12490,1117,1299,42.68
95167,424,721,23.68
95581,311,964,31.68
95581,404,721,23.68
95581,412,721,23.68
95581,423,721,23.68
95581,713,780,25.68
95581,1703,721,23.68
82516,1614,933,30.68
99602,201,964,31.68
99602,498,2972,97.68
99602,504,1664,54.68
99602,598,1664,54.68
99602,605,1664,54.68
99602,998,2272,74.68
99602,1198,4920,161.68
58831,202,1572,51.68
78559,304,2913,95.68
78559,305,2913,95.68
78559,604,964,31.68
78559,605,1086,35.68
78559,705,1786,58.68
83785,108,3368,110.68
83785,504,1086,35.68
92132,1703,3247,106.68
92132,1803,1360,44.68
92132,1812,1542,50.68
89568,705,994,32.68
89568,1619,1998,65.68
92314,304,841,27.68
48310,305,964,31.68
48310,1198,3003,98.68
61102,423,3977,130.68
61102,426,3977,130.68
61102,713,2699,88.68
22541,414,2486,81.68
72679,998,1572,51.68
72679,914,1572,51.68
16217,512,1055,34.68
16217,1113,1055,34.68
16217,1616,4433,145.68
8164,304,1025,33.68
8164,305,1025,33.68
8164,798,1817,59.68
21034,1709,1360,44.68
67625,108,2821,92.68
83435,423,994,32.68
69408,305,1268,41.68
69408,307,1268,41.68
69408,313,1268,41.68
69408,1312,1086,35.68
91542,120,1238,40.68
91542,202,964,31.68
91542,304,902,29.68
91542,1616,872,28.68
91542,1634,872,28.68
80922,304,994,32.68
80922,305,2791,91.68
80922,306,2791,91.68
80922,708,994,32.68
80922,1605,2760,90.68
80922,1612,1360,44.68
80922,1617,2729,89.68
80922,1701,2363,77.68
80922,1704,3156,103.68
80922,1709,2121,69.68
51595,1215,2791,91.68
43996,1601,2729,89.68
53657,305,1238,40.68
43999,1701,1177,38.68
79628,408,1025,33.68
82038,202,1055,34.68
82038,304,1055,34.68
82038,305,964,31.68
82038,404,1299,42.68
82038,407,1299,42.68
82038,705,1055,34.68
82038,1008,964,31.68
82038,1112,933,30.68
7588,1703,933,30.68
46693,915,1177,38.68
46693,1705,994,32.68
69287,305,1391,45.68
69287,306,1391,45.68
69287,432,2060,67.68
69287,1605,1725,56.68
69287,1630,3003,98.68
37967,1810,1756,57.68
33340,1616,1817,59.68
33340,1698,1786,58.68
98741,1627,2394,78.68
95374,201,3398,111.68
95374,202,690,22.68
95374,1105,1817,59.68
95374,1817,1360,44.68
90258,108,841,27.68
90258,304,1238,40.68
92862,202,933,30.68
79299,425,1937,63.68
79299,498,1937,63.68
79299,916,1817,59.68
79299,1703,1756,57.68
79299,1801,1817,59.68
79299,1817,1177,38.68
103356,102,811,26.68
103356,708,902,29.68
103356,915,1876,61.68
103356,1105,2425,79.68
103356,1305,780,25.68
2117,202,3186,104.68
2117,412,2913,95.68
2117,1701,2272,74.68
29779,202,1146,37.68
29779,1622,1268,41.68
29779,1898,1299,42.68
93345,1619,964,31.68
51104,116,4433,145.68
51104,202,964,31.68
51104,205,1876,61.68
51104,304,964,31.68
51104,305,4798,157.68
51104,306,4798,157.68
51104,423,6259,205.68
51104,426,6259,205.68
51104,498,3582,117.68
51104,698,5163,169.68
51104,911,964,31.68
51104,1112,1511,49.68
51104,1113,1511,49.68
51104,1215,2241,73.68
51104,1216,964,31.68
51104,1616,6473,212.68
51104,1630,6473,212.68
51104,1701,2607,85.68
51104,1703,5894,193.68
51104,1704,2241,73.68
51104,1801,2302,75.68
87113,306,1511,49.68
87113,307,1511,49.68
87113,310,1876,61.68
4084,304,2241,73.68
4084,504,3094,101.68
4084,1312,2241,73.68
51283,108,902,29.68
51283,202,872,28.68
51283,405,902,29.68
51283,708,872,28.68
51283,709,872,28.68
51283,713,872,28.68
15009,102,2210,72.68
15009,305,1360,44.68
15009,1118,2210,72.68
70957,203,1695,55.68
29640,102,3916,128.68
29640,304,994,32.68
29640,305,994,32.68
29640,504,3916,128.68
29640,1703,1603,52.68
103334,304,749,24.68
103334,406,994,32.68
103334,423,994,32.68
103334,426,994,32.68
103334,1701,811,26.68
41914,304,933,30.68
41914,306,1360,44.68
41914,705,1511,49.68
41914,709,3643,119.68
41914,916,1299,42.68
41914,1619,3886,127.68
72379,1210,3186,104.68
72379,1627,2363,77.68
94486,1215,2729,89.68
94486,1801,1907,62.68
94564,415,1845,60.68
94564,1634,1845,60.68
94564,1637,1025,33.68
55298,101,1572,51.68
55298,119,1572,51.68
55298,1604,1572,51.68
17667,108,1055,34.68
17667,1617,1511,49.68
17667,1698,1146,37.68
68868,1617,1480,48.68
88304,426,994,32.68
88304,713,1421,46.68
88304,1617,1756,57.68
41579,405,1695,55.68
57288,198,2302,75.68
35724,104,994,32.68
35724,202,4647,152.68
35724,304,1207,39.68
35724,305,1207,39.68
35724,306,1207,39.68
35724,307,1207,39.68
35724,612,994,32.68
35724,706,1725,56.68
35724,1117,1725,56.68
35724,1802,3916,128.68
35724,1898,933,30.68
53954,305,2151,70.68
53954,411,1664,54.68
53954,1105,1845,60.68
53954,1617,2151,70.68
53954,1701,2060,67.68
53954,1812,1845,60.68
46644,304,1299,42.68
46644,305,1299,42.68
46644,1703,5194,170.68
79823,1198,2151,70.68
79823,305,1695,55.68
79823,1117,2151,70.68
20047,114,5774,189.68
20047,116,4586,150.68
20047,205,1360,44.68
20047,304,5073,166.68
20047,306,5285,173.68
20047,610,1603,52.68
20047,705,4647,152.68
20047,1617,5713,187.68
20047,1817,4617,151.68
20047,1898,5285,173.68
97037,102,2090,68.68
97037,514,1025,33.68
97037,1105,749,24.68
97037,1111,749,24.68
97037,1210,749,24.68
97037,1803,749,24.68
12796,103,1542,50.68
12796,117,3156,103.68
12796,120,3156,103.68
12796,202,5408,177.68
12796,414,1845,60.68
12796,423,3125,102.68
12796,426,3490,114.68
12796,1113,933,30.68
12796,1407,933,30.68
12796,1817,964,31.68
81288,412,1452,47.68
81288,708,1664,54.68
7085,410,1695,55.68
7085,1817,2607,85.68
17418,910,2455,80.68
17418,914,2425,79.68
103087,306,507,16.68
103087,311,507,16.68
103087,915,537,17.68
103087,1015,629,20.68
103087,1798,537,17.68
19424,1598,3094,101.68
19424,202,3702,121.68
19424,428,1603,52.68
19424,1817,3337,109.68
100384,1118,1876,61.68
100384,1605,4374,143.68
100384,1617,4374,143.68
100384,1801,4374,143.68
57363,705,1633,53.68
57363,1637,1695,55.68
57363,1701,1115,36.68
57363,1705,994,32.68
86731,1622,2090,68.68
86731,1640,2090,68.68
47866,205,994,32.68
47866,415,994,32.68
47866,428,994,32.68
47866,612,994,32.68
47866,1110,5224,171.68
47866,1798,4617,151.68
66383,305,1572,51.68
66383,1113,1695,55.68
91297,202,994,32.68
91297,427,872,28.68
91297,1998,872,28.68
102228,1215,994,32.68
85124,411,1725,56.68
85124,428,1055,34.68
85124,1205,1055,34.68
85124,1215,1452,47.68
99914,1110,3064,100.68
99914,1801,721,23.68
96702,304,749,24.68
96702,305,1633,53.68
96702,606,1633,53.68
752,198,1664,54.68
752,504,3459,113.68
752,809,1998,65.68
752,1630,4282,140.68
45738,304,2516,82.68
45738,305,2516,82.68
45738,411,2852,93.68
45738,412,3671,120.68
45738,426,3671,120.68
45738,809,1480,48.68
45738,898,1480,48.68
45738,998,872,28.68
45738,1414,1480,48.68
93259,306,1360,44.68
93259,911,749,24.68
93259,1617,1207,39.68
86915,915,1177,38.68
86915,1209,2486,81.68
86915,1809,2486,81.68
423,1106,1207,39.68
22868,304,902,29.68
22868,305,1360,44.68
22868,307,902,29.68
22868,310,902,29.68
22868,714,1391,45.68
22868,1105,902,29.68
22868,1112,1025,33.68
22868,1113,902,29.68
22868,1119,1633,53.68
22868,1605,3490,114.68
22868,1616,3490,114.68
49639,304,1207,39.68
49639,998,1330,43.68
49639,1113,1542,50.68
78974,708,1025,33.68
78974,1801,1055,34.68
78974,1812,1360,44.68
17405,1198,6473,212.68
17405,306,5682,186.68
17405,498,6534,214.68
17405,809,1725,56.68
53283,205,2121,69.68
53283,305,1146,37.68
53283,415,994,32.68
53283,1113,1055,34.68
53283,1617,1238,40.68
100400,202,660,21.68
100400,708,629,20.68
100400,1309,1360,44.68
100400,1609,2791,91.68
100400,1698,629,20.68
61777,202,994,32.68
61777,1622,2607,85.68
90729,306,902,29.68
90729,1619,902,29.68
41039,426,1146,37.68
41039,915,1268,41.68
41039,1622,1268,41.68
83450,712,3368,110.68
83450,798,3733,122.68
83450,1113,964,31.68
83450,1117,3033,99.68
83450,1701,2941,96.68
83450,1703,2941,96.68
40715,307,1360,44.68
40715,411,2882,94.68
40715,426,872,28.68
40715,610,2821,92.68
40715,1605,2882,94.68
40715,1623,2882,94.68
40715,1637,2882,94.68
64854,305,1391,45.68
64854,1119,3125,102.68
99925,201,1391,45.68
99925,712,6443,211.68
99925,909,811,26.68
99925,1113,1664,54.68
99925,1622,6473,212.68
99925,1801,1542,50.68
45504,798,1480,48.68
57577,1106,964,31.68
57577,1111,964,31.68
57577,1113,964,31.68
57577,1298,2972,97.68
103201,404,780,25.68
103201,713,599,19.68
103201,1812,629,20.68
27096,1813,5073,166.68
2990,108,3429,112.68
2990,202,964,31.68
2990,304,964,31.68
2990,306,964,31.68
2990,398,964,31.68
2990,426,964,31.68
2990,1605,2302,75.68
2990,1701,2760,90.68
2990,1817,1907,62.68
96471,1817,780,25.68
80197,304,4068,133.68
80197,305,2241,73.68
80197,306,2241,73.68
80197,1113,1572,51.68
95288,712,2821,92.68
95288,914,1391,45.68
95288,1617,3064,100.68
39245,423,2852,93.68
63124,1801,3916,128.68
51359,202,1330,43.68
51359,298,1330,43.68
51359,304,1330,43.68
51359,398,1330,43.68
51359,423,1330,43.68
51359,426,1330,43.68
55563,306,1542,50.68
55563,708,1421,46.68
55563,709,1421,46.68
55563,712,3306,108.68
55563,1816,3337,109.68
18758,428,4798,157.68
18758,429,4798,157.68
18758,1113,2972,97.68
18758,1605,4678,153.68
18758,1617,1786,58.68
18758,1798,5377,176.68
18758,1817,933,30.68
54912,304,1055,34.68
54912,1215,3278,107.68
68659,313,1817,59.68
68659,1630,1756,57.68
87331,104,2394,78.68
87331,298,2394,78.68
87331,304,1391,45.68
87331,414,1360,44.68
87331,714,3947,129.68
87331,1119,1725,56.68
87331,1407,841,27.68
87331,1601,5012,164.68
34732,305,994,32.68
34732,411,1360,44.68
34732,426,1725,56.68
34732,1798,1177,38.68
35336,698,1845,60.68
35336,298,1845,60.68
35336,304,1845,60.68
35336,305,1845,60.68
35336,605,1845,60.68
43948,102,1725,56.68
43948,916,964,31.68
43948,1113,2821,92.68
82730,108,841,27.68
82730,1312,1480,48.68
82730,1813,933,30.68
87436,109,1421,46.68
87436,304,749,24.68
87436,798,1421,46.68
51660,307,902,29.68
81812,1801,1055,34.68
48279,306,1725,56.68
48279,1112,994,32.68
48279,1798,1603,52.68
103624,809,1268,41.68
103624,1105,1876,61.68
103624,1617,2791,91.68
103624,1635,1876,61.68
103624,1898,1876,61.68
19539,1006,1511,49.68
19539,1008,1025,33.68
19539,1014,1299,42.68
19539,1407,1086,35.68
72080,205,1876,61.68
72080,305,1511,49.68
50409,423,872,28.68
50409,1617,1268,41.68
57862,428,1055,34.68
57862,1216,1055,34.68
57961,310,1845,60.68
57961,1617,1391,45.68
57961,1637,1725,56.68
77214,804,2060,67.68
77214,1617,2241,73.68
77214,1698,2302,75.68
77214,1701,2182,71.68
48857,304,1360,44.68
48857,305,1360,44.68
48857,412,2972,97.68
48857,426,2972,97.68
74052,304,1299,42.68
89702,1198,3794,124.68
5933,426,841,27.68
70672,298,1086,35.68
43695,202,1146,37.68
43695,305,2607,85.68
43695,306,2607,85.68
43695,415,1876,61.68
43695,426,1876,61.68
57792,1204,994,32.68
95401,1616,721,23.68
95401,1634,721,23.68
57839,406,933,30.68
57839,916,1207,39.68
54936,305,5651,185.68
54936,406,902,29.68
88087,304,872,28.68
88087,423,872,28.68
88087,428,1238,40.68
88087,705,1603,52.68
88087,1112,1633,53.68
98612,916,690,22.68
98612,1617,749,24.68
98612,1898,690,22.68
55455,202,1086,35.68
101916,426,690,22.68
101916,1617,780,25.68
44928,108,3156,103.68
44928,305,2302,75.68
44928,430,3247,106.68
44928,1617,3643,119.68
44928,1636,1146,37.68
44928,1817,3278,107.68
97445,915,1025,33.68
5457,304,1664,54.68
5457,306,2668,87.68
5457,428,1025,33.68
5457,1113,1025,33.68
89560,798,1756,57.68
8079,1598,2699,88.68
8079,206,1207,39.68
8079,406,3186,104.68
8079,1113,2699,88.68
76412,304,1998,65.68
76412,1113,1238,40.68
47724,1637,1572,51.68
86442,423,2455,80.68
86442,1813,2272,74.68
88118,406,902,29.68
70602,104,933,30.68
70602,304,1876,61.68
70602,916,1360,44.68
70602,1622,1876,61.68
70602,1998,933,30.68
88404,406,1207,39.68
88404,1106,2882,94.68
88404,1110,2241,73.68
88404,1113,2241,73.68
76677,426,1086,35.68
76677,804,2638,86.68
76677,1116,2821,92.68
76677,1614,1817,59.68
39359,1817,2151,70.68
61167,203,4890,160.68
61167,1705,994,32.68
61167,1804,1845,60.68
3034,116,1633,53.68
3034,304,2121,69.68
3034,705,3217,105.68
3034,809,4343,142.68
3034,1111,3671,120.68
3034,1210,3671,120.68
3034,1633,3247,106.68
98930,1001,1603,52.68
98930,424,1238,40.68
74962,112,1572,51.68
74962,915,1086,35.68
74962,1110,1664,54.68
86662,798,1817,59.68
86662,916,1452,47.68
47411,304,964,31.68
102511,104,964,31.68
102511,305,1756,57.68
102511,504,964,31.68
102511,1305,902,29.68
81231,304,1055,34.68
81231,306,1725,56.68
81231,404,2607,85.68
81231,504,1511,49.68
81231,1013,4008,131.68
68804,313,1572,51.68
68804,1619,1207,39.68
68804,1898,1572,51.68
61005,1601,933,30.68
99102,707,2210,72.68
17708,1708,2547,83.68
57210,108,1664,54.68
57210,202,964,31.68
57210,1112,841,27.68
57210,1622,1633,53.68
47983,504,2425,79.68
2078,426,2060,67.68
2078,1011,1238,40.68
2078,1209,1480,48.68
2078,1215,2821,92.68
2078,1616,3702,121.68
2078,1817,1086,35.68
32601,305,2638,86.68
32601,306,2638,86.68
32601,307,2638,86.68
32601,698,2029,66.68
32601,1110,1786,58.68
32601,1113,1786,58.68
32601,1119,1452,47.68
32601,1898,2182,71.68
99687,910,2668,87.68
96299,1110,1664,54.68
15488,426,2852,93.68
15488,1106,2151,70.68
87794,304,1207,39.68
87794,405,902,29.68
87794,1609,2060,67.68
82224,405,1025,33.68
82224,426,1025,33.68
50347,704,2090,68.68
50347,306,1330,43.68
50347,498,1542,50.68
50347,1617,1937,63.68
80536,410,1238,40.68
80536,414,1177,38.68
93293,1810,4037,132.68
65613,102,1633,53.68
65613,305,2151,70.68
65613,707,1695,55.68
65613,803,1786,58.68
65613,1801,4160,136.68
60817,305,1603,52.68
60817,306,1603,52.68
60817,1708,1146,37.68
60817,1809,1603,52.68
60817,1810,1603,52.68
51471,712,6565,215.68
51471,1105,4647,152.68
51471,1110,3855,126.68
51471,1113,3125,102.68
51471,1622,1268,41.68
51471,1634,1268,41.68
51471,1801,1725,56.68
51471,1817,3186,104.68
9295,704,5194,170.68
9295,102,1146,37.68
9295,305,1115,36.68
9295,410,933,30.68
9295,1113,1207,39.68
43403,306,2272,74.68
43403,404,1299,42.68
43403,915,2241,73.68
82776,206,872,28.68
82776,305,1177,38.68
82776,412,1664,54.68
82776,712,1664,54.68
41230,605,2852,93.68
41230,698,902,29.68
41230,1111,1572,51.68
65780,305,1360,44.68
65780,398,1360,44.68
50971,304,1452,47.68
50971,305,1452,47.68
47361,414,3094,101.68
47361,1105,3582,117.68
47361,1113,1360,44.68
47361,1617,3855,126.68
47361,1812,3521,115.68
52453,1813,2760,90.68
52453,1905,1025,33.68
85677,203,1937,63.68
85677,305,872,28.68
85677,313,2090,68.68
85677,1704,872,28.68
101116,306,933,30.68
101116,1816,1511,49.68
101116,1904,2486,81.68
85759,198,2576,84.68
85759,403,1542,50.68
85759,406,1572,51.68
85759,916,1572,51.68
85759,1609,2547,83.68
51407,108,1115,36.68
51407,411,4313,141.68
51407,426,4890,160.68
51407,428,1725,56.68
51407,432,1998,65.68
51407,714,3186,104.68
51407,1105,1025,33.68
51407,1614,1998,65.68
51407,1627,1998,65.68
51407,1634,4951,162.68
61522,304,1207,39.68
61522,426,1998,65.68
61522,713,1907,62.68
61522,1622,1998,65.68
61522,1701,1907,62.68
61522,1703,1207,39.68
63201,411,1299,42.68
63201,713,1055,34.68
65117,410,3064,100.68
65117,1312,902,29.68
65117,1801,2760,90.68
26297,102,1542,50.68
26297,504,1572,51.68
26297,898,841,27.68
26551,107,3186,104.68
26551,202,3702,121.68
25257,102,1511,49.68
25257,898,1511,49.68
31130,412,4160,136.68
31130,426,4160,136.68
31130,604,4008,131.68
31130,610,4374,143.68
31130,712,4252,139.68
31130,719,4190,137.68
31130,1111,2302,75.68
55178,102,1725,56.68
55178,305,1695,55.68
55178,1701,4617,151.68
55178,1814,5804,190.68
83120,504,2607,85.68
83120,602,1876,61.68
83120,102,3671,120.68
83120,304,3247,106.68
83120,305,2090,68.68
83120,504,1845,60.68
83120,510,1845,60.68
83120,602,1845,60.68
83120,605,1845,60.68
83120,1118,2182,71.68
83120,1701,3702,121.68
50189,305,2363,77.68
50189,306,2363,77.68
50189,1802,2972,97.68
101937,109,1238,40.68
101937,305,964,31.68
101937,306,964,31.68
101937,608,964,31.68
101937,908,537,17.68
101937,1012,1268,41.68
101937,1110,2455,80.68
101937,1211,964,31.68
101937,1214,964,31.68
101937,1607,841,27.68
40466,201,1572,51.68
40466,298,1572,51.68
40466,426,1238,40.68
34752,307,964,31.68
34752,1616,1391,45.68
34752,1812,3156,103.68
34752,1817,964,31.68
74666,110,2029,66.68
74666,311,2029,66.68
77944,305,933,30.68
77944,1310,994,32.68
42526,423,2516,82.68
3768,118,1817,59.68
3768,1105,1876,61.68
3768,1801,5043,165.68
67764,102,1756,57.68
67764,306,2913,95.68
67764,426,4313,141.68
67764,714,2425,79.68
67764,1105,2394,78.68
67764,1113,2486,81.68
67764,1601,2090,68.68
67764,1617,2882,94.68
67764,1627,1664,54.68
67764,1813,2699,88.68
87416,1113,933,30.68
86056,109,2210,72.68
86056,112,2210,72.68
86056,424,2090,68.68
86056,915,1756,57.68
20408,405,1086,35.68
20408,411,4282,140.68
14984,424,2729,89.68
14984,1622,1146,37.68
14984,1801,1817,59.68
72764,398,1177,38.68
72764,398,1511,49.68
72764,1703,1146,37.68
72764,1813,964,31.68
40064,1801,3612,118.68
40064,1817,2060,67.68
40467,411,2060,67.68
59067,202,1268,41.68
59067,304,1572,51.68
59067,906,2821,92.68
59067,1815,2821,92.68
88251,307,2333,76.68
88251,712,1025,33.68
88251,1798,3612,118.68
88251,1817,1207,39.68
88251,1898,811,26.68
77030,202,994,32.68
77030,713,2029,66.68
77030,798,8512,279.68
77030,1601,8665,284.68
77030,1812,9000,295.68
63213,712,2791,91.68
58864,1637,3490,114.68
